,lat1,lon1,lat2,lon2
184,34.01846,-118.28066,34.01846,-118.280615
185,34.01846,-118.280615,34.01846,-118.28057
186,34.01846,-118.28057,34.01842499999999,-118.28058999999999
187,34.01891,-118.29146,34.01896125,-118.29146
188,34.01896125,-118.29146,34.0190125,-118.29146
189,34.0190125,-118.29146,34.01906375,-118.29146
190,34.01906375,-118.29146,34.019115,-118.29146
191,34.019115,-118.29146,34.01916625,-118.29146
192,34.01916625,-118.29146,34.019217499999996,-118.29146
193,34.019217499999996,-118.29146,34.01926875,-118.29146
194,34.01926875,-118.29146,34.01932,-118.29146
195,34.01932,-118.29146,34.01838,-118.28905
196,34.01838,-118.28905,34.0183758,-118.2890463
197,34.0183758,-118.2890463,34.018376,-118.2890021
198,34.018376,-118.2890021,34.0183762,-118.2889579
199,34.0183762,-118.2889579,34.0183763027027,-118.2888939027027
200,34.0183763027027,-118.2888939027027,34.018376405405405,-118.28882990540541
201,34.018376405405405,-118.28882990540541,34.018376508108105,-118.2887659081081
202,34.018376508108105,-118.2887659081081,34.01837661081081,-118.28870191081081
203,34.01837661081081,-118.28870191081081,34.01837671351351,-118.28863791351351
204,34.01837671351351,-118.28863791351351,34.01837681621622,-118.28857391621622
205,34.01837681621622,-118.28857391621622,34.01837691891892,-118.28850991891892
206,34.01837691891892,-118.28850991891892,34.01837702162162,-118.28844592162162
207,34.01837702162162,-118.28844592162162,34.018377124324324,-118.28838192432433
208,34.018377124324324,-118.28838192432433,34.018377227027024,-118.28831792702702
209,34.018377227027024,-118.28831792702702,34.01837732972973,-118.28825392972973
210,34.01837732972973,-118.28825392972973,34.01837743243243,-118.28818993243243
211,34.01837743243243,-118.28818993243243,34.01837753513514,-118.28812593513514
212,34.01837753513514,-118.28812593513514,34.01837763783784,-118.28806193783784
213,34.01837763783784,-118.28806193783784,34.01837774054054,-118.28799794054054
214,34.01837774054054,-118.28799794054054,34.01837784324324,-118.28793394324325
215,34.01837784324324,-118.28793394324325,34.01837794594594,-118.28786994594594
216,34.01837794594594,-118.28786994594594,34.01837804864865,-118.28780594864865
217,34.01837804864865,-118.28780594864865,34.01837815135135,-118.28774195135135
218,34.01837815135135,-118.28774195135135,34.018378254054056,-118.28767795405406
219,34.018378254054056,-118.28767795405406,34.018378356756756,-118.28761395675676
220,34.018378356756756,-118.28761395675676,34.01837845945946,-118.28754995945947
221,34.01837845945946,-118.28754995945947,34.01837856216216,-118.28748596216217
222,34.01837856216216,-118.28748596216217,34.01837866486486,-118.28742196486486
223,34.01837866486486,-118.28742196486486,34.01837876756757,-118.28735796756757
224,34.01837876756757,-118.28735796756757,34.01837887027027,-118.28729397027027
225,34.01837887027027,-118.28729397027027,34.018378972972975,-118.28722997297298
226,34.018378972972975,-118.28722997297298,34.018379075675675,-118.28716597567568
227,34.018379075675675,-118.28716597567568,34.01837917837838,-118.28710197837839
228,34.01837917837838,-118.28710197837839,34.01837928108108,-118.28703798108108
229,34.01837928108108,-118.28703798108108,34.01837938378378,-118.28697398378378
230,34.01837938378378,-118.28697398378378,34.01837948648649,-118.28690998648649
231,34.01837948648649,-118.28690998648649,34.01837958918919,-118.28684598918919
232,34.01837958918919,-118.28684598918919,34.018379691891894,-118.2867819918919
233,34.018379691891894,-118.2867819918919,34.018379794594594,-118.2867179945946
234,34.018379794594594,-118.2867179945946,34.0183798972973,-118.28665399729731
235,34.01933,-118.29146,34.019376666666666,-118.29146
236,34.019376666666666,-118.29146,34.01942333333333,-118.29146
237,34.01942333333333,-118.29146,34.01947,-118.29146
238,34.01947,-118.29146,34.01951666666667,-118.29146
239,34.01951666666667,-118.29146,34.01956333333333,-118.29146
240,34.01956333333333,-118.29146,34.01961,-118.29146
241,34.01961,-118.29146,34.01966,-118.29146
242,34.01966,-118.29146,34.019709999999996,-118.29146
243,34.019709999999996,-118.29146,34.01976,-118.29146
244,34.01976,-118.29146,34.01981,-118.29146
245,34.01981,-118.29146,34.01986,-118.29146
246,34.01986,-118.29146,34.019909999999996,-118.29146
247,34.019909999999996,-118.29146,34.01996,-118.29146
248,34.01996,-118.29146,34.02001142857143,-118.29146
249,34.02001142857143,-118.29146,34.020062857142854,-118.29146
250,34.020062857142854,-118.29146,34.020114285714286,-118.29146
251,34.020114285714286,-118.29146,34.02016571428571,-118.29146
252,34.02016571428571,-118.29146,34.02021714285714,-118.29146
253,34.02021714285714,-118.29146,34.020268571428566,-118.29146
254,34.020268571428566,-118.29146,34.02032,-118.29146
255,34.02032,-118.29146,34.0203242,-118.2914576
256,34.0203242,-118.2914576,34.020376545454546,-118.29145690909091
257,34.020376545454546,-118.29145690909091,34.02042889090909,-118.29145621818182
258,34.02042889090909,-118.29145621818182,34.020481236363636,-118.29145552727273
259,34.020481236363636,-118.29145552727273,34.02053358181818,-118.29145483636364
260,34.02053358181818,-118.29145483636364,34.02058592727273,-118.29145414545455
261,34.02058592727273,-118.29145414545455,34.02063827272727,-118.29145345454545
262,34.02063827272727,-118.29145345454545,34.02069061818182,-118.29145276363636
263,34.02069061818182,-118.29145276363636,34.02074296363636,-118.29145207272727
264,34.02074296363636,-118.29145207272727,34.02079530909091,-118.29145138181818
265,34.02079530909091,-118.29145138181818,34.02084765454545,-118.29145069090909
266,34.02136,-118.29145,34.021413333333335,-118.29145
267,34.021413333333335,-118.29145,34.02146666666667,-118.29145
268,34.02146666666667,-118.29145,34.02152,-118.29145
269,34.02152,-118.29145,34.021573333333336,-118.29145
270,34.021573333333336,-118.29145,34.02162666666667,-118.29145
271,34.02162666666667,-118.29145,34.02168,-118.29145
272,34.02168,-118.29145,34.02173333333333,-118.29145
273,34.02173333333333,-118.29145,34.021786666666664,-118.29145
274,34.021786666666664,-118.29145,34.02184,-118.29145
275,34.02184,-118.29145,34.02189333333333,-118.29145
276,34.02189333333333,-118.29145,34.021946666666665,-118.29145
277,34.02276,-118.29145,34.02281166666666,-118.29145
278,34.02281166666666,-118.29145,34.02286333333333,-118.29145
279,34.02286333333333,-118.29145,34.022915,-118.29145
280,34.022915,-118.29145,34.02296666666666,-118.29145
281,34.02296666666666,-118.29145,34.02301833333333,-118.29145
282,34.02301833333333,-118.29145,34.02307,-118.29145
283,34.0247,-118.29145,34.02474666666667,-118.29145
284,34.02474666666667,-118.29145,34.024793333333335,-118.29145
285,34.024793333333335,-118.29145,34.02484,-118.29145
286,34.02484,-118.29145,34.02488666666667,-118.29145
287,34.02488666666667,-118.29145,34.02493333333334,-118.29145
288,34.0255,-118.29145,34.025535000000005,-118.291455
289,34.02565,-118.29151,34.025695999999996,-118.29151
290,34.025695999999996,-118.29151,34.025742,-118.29151
291,34.025742,-118.29151,34.025788,-118.29151
292,34.025788,-118.29151,34.025834,-118.29151
293,34.025834,-118.29151,34.02588,-118.29151
294,34.02588,-118.29151,34.02592666666667,-118.29151
295,34.02592666666667,-118.29151,34.02597333333333,-118.29151
296,34.0264,-118.29151,34.026450000000004,-118.29151
297,34.026450000000004,-118.29151,34.026500000000006,-118.29151
298,34.026500000000006,-118.29151,34.02655,-118.29151
299,34.02655,-118.29151,34.0266,-118.29151
300,34.0266,-118.29151,34.026650000000004,-118.29151
301,34.026650000000004,-118.29151,34.026700000000005,-118.29151
302,34.026700000000005,-118.29151,34.02675,-118.29151
303,34.02675,-118.29151,34.0268,-118.29151
304,34.0268,-118.29151,34.02685,-118.29151
305,34.02685,-118.29151,34.026885,-118.29151
306,34.0183298,-118.2901802,34.0183324,-118.29024418
307,34.0183324,-118.29024418,34.01833499999999,-118.29030816
308,34.01833499999999,-118.29030816,34.018337599999995,-118.29037213999999
309,34.018337599999995,-118.29037213999999,34.0183402,-118.29043612
310,34.0183402,-118.29043612,34.0183428,-118.2905001
311,34.0183428,-118.2905001,34.0183454,-118.29056408
312,34.0183454,-118.29056408,34.018347999999996,-118.29062805999999
313,34.018347999999996,-118.29062805999999,34.0183506,-118.29069204
314,34.0183506,-118.29069204,34.0183532,-118.29075602
315,34.0183532,-118.29075602,34.018355799999995,-118.29082
316,34.018355799999995,-118.29082,34.0183584,-118.29088397999999
317,34.0183584,-118.29088397999999,34.018361,-118.29094796
318,34.018361,-118.29094796,34.0183636,-118.29101194
319,34.0183636,-118.29101194,34.0183662,-118.29107592
320,34.0183662,-118.29107592,34.0183688,-118.29113989999999
321,34.0183688,-118.29113989999999,34.0183714,-118.29120388
322,34.0183714,-118.29120388,34.018374,-118.29126786
323,34.018374,-118.29126786,34.018376599999996,-118.29133184
324,34.018376599999996,-118.29133184,34.0183792,-118.29139581999999
325,34.01837,-118.28896,34.01839,-118.28895
326,34.01839,-118.28895,34.0184,-118.28895
327,34.0184,-118.28895,34.01842,-118.28894
328,34.01842,-118.28894,34.01843,-118.28894
329,34.01843,-118.28894,34.01847444444444,-118.2889111111111
330,34.01847444444444,-118.2889111111111,34.01851888888889,-118.28888222222221
331,34.01851888888889,-118.28888222222221,34.01856333333333,-118.28885333333334
332,34.01856333333333,-118.28885333333334,34.01860777777778,-118.28882444444444
333,34.01860777777778,-118.28882444444444,34.01865222222222,-118.28879555555555
334,34.01865222222222,-118.28879555555555,34.01869666666667,-118.28876666666666
335,34.01869666666667,-118.28876666666666,34.01874111111111,-118.28873777777778
336,34.01874111111111,-118.28873777777778,34.01878555555556,-118.28870888888889
337,34.01878555555556,-118.28870888888889,34.01883,-118.28868
338,34.01883,-118.28868,34.018845,-118.28872
339,34.018845,-118.28872,34.01886,-118.28876
340,34.01886,-118.28876,34.01881246363636,-118.28877832727272
341,34.01881246363636,-118.28877832727272,34.01876492727273,-118.28879665454545
342,34.01876492727273,-118.28879665454545,34.01871739090909,-118.28881498181818
343,34.01871739090909,-118.28881498181818,34.01866985454545,-118.2888333090909
344,34.01866985454545,-118.2888333090909,34.01862231818181,-118.28885163636363
345,34.01862231818181,-118.28885163636363,34.01857478181818,-118.28886996363636
346,34.01857478181818,-118.28886996363636,34.01852724545454,-118.28888829090909
347,34.01852724545454,-118.28888829090909,34.018479709090904,-118.28890661818181
348,34.018479709090904,-118.28890661818181,34.018432172727266,-118.28892494545454
349,34.018432172727266,-118.28892494545454,34.018384636363635,-118.28894327272727
350,34.018384636363635,-118.28894327272727,34.0183371,-118.2889616
351,34.0183371,-118.2889616,34.0183847,-118.28894315454545
352,34.0183847,-118.28894315454545,34.01843229999999,-118.2889247090909
353,34.01843229999999,-118.2889247090909,34.018479899999996,-118.28890626363636
354,34.018479899999996,-118.28890626363636,34.0185275,-118.28888781818182
355,34.0185275,-118.28888781818182,34.0185751,-118.28886937272728
356,34.0185751,-118.28886937272728,34.018622699999995,-118.28885092727272
357,34.018622699999995,-118.28885092727272,34.0186703,-118.28883248181818
358,34.0186703,-118.28883248181818,34.0187179,-118.28881403636363
359,34.0187179,-118.28881403636363,34.0187655,-118.28879559090909
360,34.0187655,-118.28879559090909,34.018813099999996,-118.28877714545455
361,34.018813099999996,-118.28877714545455,34.0188607,-118.2887587
362,34.0188607,-118.2887587,34.01886035,-118.28870935
363,34.01886035,-118.28870935,34.01886,-118.28866
364,34.01886,-118.28866,34.018885,-118.288645
365,34.018885,-118.288645,34.01891,-118.28863
366,34.01891,-118.28863,34.018955,-118.28859833333333
367,34.018955,-118.28859833333333,34.019,-118.28856666666667
368,34.019,-118.28856666666667,34.019045,-118.288535
369,34.019045,-118.288535,34.01909,-118.28850333333332
370,34.01909,-118.28850333333332,34.019135,-118.28847166666667
371,34.019135,-118.28847166666667,34.01918,-118.28844
372,34.01918,-118.28844,34.0192,-118.28847999999999
373,34.0192,-118.28847999999999,34.01922,-118.28852
374,34.01922,-118.28852,34.0192173,-118.2885179
375,34.0192173,-118.2885179,34.01925757,-118.28848411
376,34.01925757,-118.28848411,34.01929784,-118.28845032
377,34.01929784,-118.28845032,34.01933811,-118.28841653
378,34.01933811,-118.28841653,34.01937838,-118.28838274
379,34.01937838,-118.28838274,34.019418650000006,-118.28834895
380,34.019418650000006,-118.28834895,34.019458920000005,-118.28831516
381,34.019458920000005,-118.28831516,34.019499190000005,-118.28828136999999
382,34.019499190000005,-118.28828136999999,34.019539460000004,-118.28824758
383,34.019539460000004,-118.28824758,34.019579730000004,-118.28821379
384,34.019579730000004,-118.28821379,34.01962,-118.28818
385,34.01962,-118.28818,34.0196177,-118.2881771
386,34.0196177,-118.2881771,34.01957221875,-118.28820603125
387,34.01957221875,-118.28820603125,34.0195267375,-118.2882349625
388,34.0195267375,-118.2882349625,34.019481256249996,-118.28826389375
389,34.019481256249996,-118.28826389375,34.019435775,-118.288292825
390,34.019435775,-118.288292825,34.01939029375,-118.28832175625
391,34.01939029375,-118.28832175625,34.019344812499995,-118.2883506875
392,34.019344812499995,-118.2883506875,34.01929933125,-118.28837961875
393,34.01929933125,-118.28837961875,34.01925385,-118.28840855
394,34.01925385,-118.28840855,34.01920836875,-118.28843748125
395,34.01920836875,-118.28843748125,34.0191628875,-118.2884664125
396,34.0191628875,-118.2884664125,34.01911740625,-118.28849534375
397,34.01911740625,-118.28849534375,34.019071925,-118.288524275
398,34.019071925,-118.288524275,34.01902644375,-118.28855320625
399,34.01902644375,-118.28855320625,34.018980962499995,-118.2885821375
400,34.018980962499995,-118.2885821375,34.01893548125,-118.28861106875
401,34.01893548125,-118.28861106875,34.01889,-118.28864
402,34.01889,-118.28864,34.018905000000004,-118.28868
403,34.018905000000004,-118.28868,34.01892,-118.28872
404,34.01892,-118.28872,34.0189231,-118.2887154
405,34.0189231,-118.2887154,34.01896797083334,-118.28868225833334
406,34.01896797083334,-118.28868225833334,34.019012841666665,-118.28864911666666
407,34.019012841666665,-118.28864911666666,34.0190577125,-118.288615975
408,34.0190577125,-118.288615975,34.019102583333336,-118.28858283333334
409,34.019102583333336,-118.28858283333334,34.01914745416667,-118.28854969166667
410,34.01914745416667,-118.28854969166667,34.019192325000006,-118.28851655
411,34.019192325000006,-118.28851655,34.019237195833334,-118.28848340833333
412,34.019237195833334,-118.28848340833333,34.01928206666667,-118.28845026666667
413,34.01928206666667,-118.28845026666667,34.019326937500004,-118.288417125
414,34.019326937500004,-118.288417125,34.01937180833333,-118.28838398333333
415,34.01937180833333,-118.28838398333333,34.01941667916667,-118.28835084166667
416,34.01941667916667,-118.28835084166667,34.01946155,-118.2883177
417,34.01946155,-118.2883177,34.01950642083334,-118.28828455833333
418,34.01950642083334,-118.28828455833333,34.01955129166667,-118.28825141666667
419,34.01955129166667,-118.28825141666667,34.0195961625,-118.288218275
420,34.0195961625,-118.288218275,34.019641033333336,-118.28818513333333
421,34.019641033333336,-118.28818513333333,34.01968590416667,-118.28815199166667
422,34.01968590416667,-118.28815199166667,34.019730775,-118.28811885
423,34.019730775,-118.28811885,34.019775645833334,-118.28808570833333
424,34.019775645833334,-118.28808570833333,34.01982051666667,-118.28805256666666
425,34.01982051666667,-118.28805256666666,34.019865387500005,-118.288019425
426,34.019865387500005,-118.288019425,34.01991025833334,-118.28798628333334
427,34.01991025833334,-118.28798628333334,34.01995512916667,-118.28795314166666
428,34.01995512916667,-118.28795314166666,34.02,-118.28792
429,34.02,-118.28792,34.02002,-118.28796
430,34.02002,-118.28796,34.02004,-118.288
431,34.02004,-118.288,34.0200393,-118.2879978
432,34.0200393,-118.2879978,34.020024649999996,-118.2879589
433,34.020024649999996,-118.2879589,34.02001,-118.28792
434,34.02001,-118.28792,34.0200525,-118.28789375
435,34.0200525,-118.28789375,34.020095,-118.2878675
436,34.020095,-118.2878675,34.0201375,-118.28784125
437,34.0201375,-118.28784125,34.020179999999996,-118.287815
438,34.020179999999996,-118.287815,34.0202225,-118.28778875
439,34.0202225,-118.28778875,34.020265,-118.2877625
440,34.020265,-118.2877625,34.0203075,-118.28773625000001
441,34.02041,-118.28766,34.02042,-118.28769
442,34.02042,-118.28769,34.02044,-118.28767
443,34.02044,-118.28767,34.02048,-118.28764
444,34.02048,-118.28764,34.020522,-118.287612
445,34.020522,-118.287612,34.020564,-118.287584
446,34.020564,-118.287584,34.020606,-118.287556
447,34.020606,-118.287556,34.020648,-118.287528
448,34.020648,-118.287528,34.02069,-118.2875
449,34.02069,-118.2875,34.020736666666664,-118.28747333333332
450,34.020736666666664,-118.28747333333332,34.020783333333334,-118.28744666666667
451,34.02101,-118.2873,34.021049999999995,-118.2872775
452,34.021049999999995,-118.2872775,34.02109,-118.287255
453,34.02109,-118.287255,34.02113,-118.2872325
454,34.01829,-118.28646,34.01829,-118.28651666666667
455,34.01829,-118.28651666666667,34.01829,-118.28657333333334
456,34.01829,-118.28657333333334,34.01829,-118.28663
457,34.01829,-118.28663,34.0182897,-118.28657135
458,34.0182897,-118.28657135,34.0182894,-118.2865127
459,34.0182894,-118.2865127,34.018289100000004,-118.28645405
460,34.018289100000004,-118.28645405,34.0182888,-118.2863954
461,34.0182888,-118.2863954,34.0182885,-118.28633675
462,34.0182885,-118.28633675,34.0182882,-118.2862781
463,34.0182882,-118.2862781,34.01828775,-118.28633691666667
464,34.01828775,-118.28633691666667,34.0182873,-118.28639573333334
465,34.0182873,-118.28639573333334,34.018286849999996,-118.28645455
466,34.018286849999996,-118.28645455,34.0182864,-118.28651336666667
467,34.0182864,-118.28651336666667,34.01828595,-118.28657218333333
468,34.0183798,-118.2874204,34.01838,-118.28743
469,34.01833,-118.28241,34.0183348,-118.2824116
470,34.0183348,-118.2824116,34.01833604,-118.28247628666666
471,34.01833604,-118.28247628666666,34.01833728,-118.28254097333334
472,34.01833728,-118.28254097333334,34.01833852,-118.28260566
473,34.01833852,-118.28260566,34.018339759999996,-118.28267034666666
